Image Name,Width,Height,Aspect Ratio
img_012214.jpg,127,42,3.0238095238095237
img_000365.jpg,128,46,2.782608695652174
img_004540.jpg,135,47,2.872340425531915
img_010774.jpg,92,32,2.875
img_010837.jpg,125,43,2.9069767441860463
img_012122.jpg,108,37,2.918918918918919
img_013971.jpg,85,30,2.8333333333333335
img_001009.jpg,132,49,2.693877551020408
img_013753.jpg,127,45,2.8222222222222224
img_001631.jpg,129,46,2.8043478260869565
img_014379.jpg,139,48,2.8958333333333335
img_010392.jpg,83,27,3.074074074074074
img_003525.jpg,140,50,2.8
img_000302.jpg,135,53,2.547169811320755
img_004234.jpg,133,47,2.8297872340425534
img_003506.jpg,87,33,2.6363636363636362
img_010305.jpg,115,40,2.875
img_000561.jpg,111,38,2.9210526315789473
img_004566.jpg,137,48,2.8541666666666665
img_013911.jpg,142,50,2.84
img_014562.jpg,139,48,2.8958333333333335
img_002339.jpg,131,48,2.7291666666666665
img_011770.jpg,117,41,2.8536585365853657
img_011514.jpg,81,30,2.7
img_002047.jpg,83,31,2.6774193548387095
img_011656.jpg,124,44,2.8181818181818183
img_003642.jpg,128,44,2.909090909090909
img_010268.jpg,120,44,2.727272727272727
img_014225.jpg,83,30,2.7666666666666666
img_014329.jpg,137,46,2.9782608695652173
img_012242.jpg,123,43,2.86046511627907
img_001233.jpg,121,46,2.630434782608696
img_002135.jpg,138,49,2.816326530612245
img_014898.jpg,138,49,2.816326530612245
img_012086.jpg,137,48,2.8541666666666665
img_003002.jpg,115,43,2.6744186046511627
img_002050.jpg,128,45,2.8444444444444446
img_013548.jpg,131,44,2.977272727272727
img_013997.jpg,131,46,2.847826086956522
img_013424.jpg,113,41,2.7560975609756095
img_014256.jpg,110,38,2.8947368421052633
img_001091.jpg,129,47,2.74468085106383
img_001326.jpg,82,31,2.6451612903225805
img_002246.jpg,127,48,2.6458333333333335
img_003059.jpg,128,44,2.909090909090909
img_002206.jpg,115,43,2.6744186046511627
img_004963.jpg,124,46,2.6956521739130435
img_010236.jpg,95,34,2.7941176470588234
img_013189.jpg,132,47,2.8085106382978724
img_012941.jpg,126,44,2.8636363636363638
img_003744.jpg,141,50,2.82
img_012675.jpg,117,42,2.7857142857142856
img_004960.jpg,130,44,2.9545454545454546
img_002655.jpg,133,49,2.7142857142857144
img_011459.jpg,133,46,2.891304347826087
img_000179.jpg,128,46,2.782608695652174
img_003806.jpg,105,37,2.8378378378378377
img_001649.jpg,128,46,2.782608695652174
img_012026.jpg,89,33,2.696969696969697
img_011884.jpg,132,47,2.8085106382978724
img_014005.jpg,138,51,2.7058823529411766
img_000961.jpg,135,48,2.8125
img_001085.jpg,123,45,2.7333333333333334
img_013882.jpg,135,46,2.9347826086956523
img_003641.jpg,140,51,2.7450980392156863
img_013206.jpg,127,46,2.760869565217391
img_000586.jpg,80,30,2.6666666666666665
img_002811.jpg,134,46,2.9130434782608696
img_010733.jpg,97,33,2.9393939393939394
img_000960.jpg,134,50,2.68
img_004435.jpg,103,37,2.7837837837837838
img_012951.jpg,118,41,2.8780487804878048
img_013656.jpg,127,44,2.8863636363636362
img_011838.jpg,133,46,2.891304347826087
img_014306.jpg,135,48,2.8125
img_003886.jpg,136,48,2.8333333333333335
img_001578.jpg,125,43,2.9069767441860463
img_004942.jpg,136,50,2.72
img_013859.jpg,137,49,2.795918367346939
img_012843.jpg,93,33,2.8181818181818183
img_003289.jpg,128,49,2.6122448979591835
img_000660.jpg,132,48,2.75
img_011132.jpg,132,47,2.8085106382978724
img_003989.jpg,122,44,2.772727272727273
img_014004.jpg,140,48,2.9166666666666665
img_001225.jpg,78,30,2.6
img_004722.jpg,80,30,2.6666666666666665
img_014634.jpg,135,48,2.8125
img_011890.jpg,139,49,2.836734693877551
img_014907.jpg,141,50,2.82
img_012257.jpg,119,39,3.051282051282051
img_011253.jpg,124,44,2.8181818181818183
img_004369.jpg,136,48,2.8333333333333335
img_012728.jpg,116,42,2.761904761904762
img_011632.jpg,117,42,2.7857142857142856
img_013082.jpg,130,44,2.9545454545454546
img_014164.jpg,136,49,2.7755102040816326
img_013972.jpg,147,50,2.94
img_003130.jpg,92,33,2.787878787878788
img_013789.jpg,126,45,2.8
img_014715.jpg,127,43,2.953488372093023
img_010224.jpg,137,48,2.8541666666666665
img_004969.jpg,126,46,2.739130434782609
img_011479.jpg,134,45,2.977777777777778
img_014746.jpg,143,51,2.803921568627451
img_014574.jpg,138,48,2.875
img_010918.jpg,137,46,2.9782608695652173
img_000587.jpg,93,36,2.5833333333333335
img_014801.jpg,142,51,2.784313725490196
img_014837.jpg,143,53,2.69811320754717
img_011718.jpg,120,44,2.727272727272727
img_003701.jpg,135,49,2.7551020408163267
img_011738.jpg,134,49,2.7346938775510203
img_004778.jpg,134,49,2.7346938775510203
img_014573.jpg,141,47,3.0
img_013777.jpg,136,47,2.893617021276596
img_011091.jpg,133,46,2.891304347826087
img_010954.jpg,128,44,2.909090909090909
img_013397.jpg,131,44,2.977272727272727
img_000083.jpg,125,44,2.840909090909091
img_003874.jpg,131,47,2.7872340425531914
img_003843.jpg,142,52,2.730769230769231
img_014171.jpg,137,49,2.795918367346939
img_002669.jpg,135,49,2.7551020408163267
img_004651.jpg,95,36,2.638888888888889
img_010763.jpg,98,35,2.8
img_002149.jpg,127,45,2.8222222222222224
img_010871.jpg,129,43,3.0
img_014900.jpg,137,49,2.795918367346939
img_014751.jpg,133,45,2.9555555555555557
img_012000.jpg,128,48,2.6666666666666665
img_012647.jpg,128,43,2.9767441860465116
img_014601.jpg,135,49,2.7551020408163267
img_012131.jpg,92,33,2.787878787878788
img_014563.jpg,134,47,2.851063829787234
img_002508.jpg,128,46,2.782608695652174
img_011518.jpg,143,53,2.69811320754717
img_011108.jpg,127,45,2.8222222222222224
img_003262.jpg,96,35,2.742857142857143
img_004118.jpg,137,48,2.8541666666666665
img_010806.jpg,99,34,2.911764705882353
img_001589.jpg,128,50,2.56
img_012646.jpg,128,46,2.782608695652174
img_010646.jpg,85,30,2.8333333333333335
img_000638.jpg,124,45,2.7555555555555555
img_002357.jpg,131,48,2.7291666666666665
img_001483.jpg,139,51,2.7254901960784315
img_011364.jpg,134,45,2.977777777777778
img_002712.jpg,93,34,2.735294117647059
img_004903.jpg,127,47,2.702127659574468
img_013131.jpg,122,41,2.975609756097561
img_004076.jpg,141,51,2.764705882352941
img_010149.jpg,128,45,2.8444444444444446
img_014472.jpg,103,38,2.710526315789474
img_003250.jpg,87,34,2.5588235294117645
img_014402.jpg,137,48,2.8541666666666665
img_000427.jpg,140,52,2.6923076923076925
img_014866.jpg,144,50,2.88
img_002242.jpg,130,50,2.6
img_004122.jpg,133,50,2.66
img_013347.jpg,127,44,2.8863636363636362
img_001495.jpg,133,50,2.66
img_003141.jpg,133,46,2.891304347826087
img_014332.jpg,138,50,2.76
img_010703.jpg,124,41,3.024390243902439
img_004828.jpg,140,50,2.8
img_000808.jpg,127,47,2.702127659574468
img_014798.jpg,114,40,2.85
img_013373.jpg,91,33,2.757575757575758
img_000512.jpg,133,45,2.9555555555555557
img_003013.jpg,132,48,2.75
img_003884.jpg,145,47,3.0851063829787235
img_014533.jpg,131,48,2.7291666666666665
img_003243.jpg,105,38,2.763157894736842
img_010306.jpg,124,45,2.7555555555555555
img_010855.jpg,117,40,2.925
img_012058.jpg,133,47,2.8297872340425534
img_014926.jpg,137,49,2.795918367346939
img_014008.jpg,140,48,2.9166666666666665
img_001185.jpg,124,45,2.7555555555555555
img_010028.jpg,135,46,2.9347826086956523
img_004292.jpg,138,50,2.76
img_011403.jpg,131,44,2.977272727272727
img_001597.jpg,120,46,2.608695652173913
img_014836.jpg,141,49,2.877551020408163
img_012959.jpg,123,44,2.7954545454545454
img_012972.jpg,128,42,3.0476190476190474
img_001744.jpg,129,45,2.8666666666666667
img_002858.jpg,128,47,2.723404255319149
img_014064.jpg,92,35,2.6285714285714286
img_013603.jpg,129,45,2.8666666666666667
img_003080.jpg,127,48,2.6458333333333335
img_002978.jpg,137,49,2.795918367346939
img_012277.jpg,122,44,2.772727272727273
img_010515.jpg,123,44,2.7954545454545454
img_002770.jpg,131,46,2.847826086956522
img_000921.jpg,126,46,2.739130434782609
img_003486.jpg,71,29,2.4482758620689653
img_001339.jpg,133,48,2.7708333333333335
img_003557.jpg,138,49,2.816326530612245
img_003406.jpg,134,48,2.7916666666666665
img_000577.jpg,108,38,2.8421052631578947
img_000251.jpg,93,35,2.657142857142857
img_001867.jpg,126,47,2.6808510638297873
img_004993.jpg,147,54,2.7222222222222223
img_012398.jpg,143,49,2.9183673469387754
img_013514.jpg,127,44,2.8863636363636362
img_001852.jpg,131,49,2.673469387755102
img_001704.jpg,157,60,2.6166666666666667
img_011037.jpg,133,49,2.7142857142857144
img_000861.jpg,132,47,2.8085106382978724
img_012013.jpg,104,38,2.736842105263158
img_011462.jpg,136,46,2.9565217391304346
img_014878.jpg,143,51,2.803921568627451
img_011243.jpg,131,46,2.847826086956522
img_014419.jpg,142,46,3.0869565217391304
img_014104.jpg,139,48,2.8958333333333335
img_014674.jpg,143,46,3.108695652173913
img_001116.jpg,99,37,2.675675675675676
img_001817.jpg,131,47,2.7872340425531914
img_003185.jpg,135,45,3.0
img_002374.jpg,135,49,2.7551020408163267
img_004912.jpg,109,40,2.725
img_011977.jpg,112,39,2.871794871794872
img_010655.jpg,128,45,2.8444444444444446
img_010205.jpg,101,35,2.8857142857142857
img_004820.jpg,109,40,2.725
img_000568.jpg,129,45,2.8666666666666667
img_001433.jpg,151,62,2.435483870967742
img_010859.jpg,128,44,2.909090909090909
img_000969.jpg,136,51,2.6666666666666665
img_002380.jpg,132,47,2.8085106382978724
img_012039.jpg,108,40,2.7
img_010238.jpg,125,44,2.840909090909091
img_014677.jpg,140,48,2.9166666666666665
img_013246.jpg,109,39,2.7948717948717947
img_000802.jpg,125,46,2.717391304347826
img_004935.jpg,87,33,2.6363636363636362
img_000759.jpg,126,48,2.625
img_000695.jpg,121,47,2.574468085106383
img_000118.jpg,109,40,2.725
img_001515.jpg,136,47,2.893617021276596
img_000703.jpg,123,45,2.7333333333333334
img_013499.jpg,130,48,2.7083333333333335
img_011095.jpg,94,35,2.6857142857142855
img_002083.jpg,128,42,3.0476190476190474
img_004248.jpg,145,52,2.7884615384615383
img_003848.jpg,135,49,2.7551020408163267
img_014168.jpg,109,38,2.8684210526315788
img_012087.jpg,133,42,3.1666666666666665
img_014720.jpg,139,47,2.9574468085106385
img_014470.jpg,135,48,2.8125
img_000403.jpg,132,49,2.693877551020408
img_010959.jpg,79,30,2.6333333333333333
img_000837.jpg,119,44,2.7045454545454546
img_010179.jpg,131,46,2.847826086956522
img_004520.jpg,133,49,2.7142857142857144
img_000145.jpg,131,47,2.7872340425531914
img_003688.jpg,139,49,2.836734693877551
img_013054.jpg,134,45,2.977777777777778
img_001258.jpg,130,48,2.7083333333333335
img_003595.jpg,138,49,2.816326530612245
img_001684.jpg,130,47,2.765957446808511
img_011707.jpg,134,46,2.9130434782608696
img_012703.jpg,89,33,2.696969696969697
img_004615.jpg,138,49,2.816326530612245
img_001236.jpg,125,42,2.9761904761904763
img_003344.jpg,121,40,3.025
img_014434.jpg,141,49,2.877551020408163
img_000533.jpg,102,37,2.7567567567567566
img_002709.jpg,135,50,2.7
img_000130.jpg,132,44,3.0
img_002398.jpg,139,48,2.8958333333333335
img_010816.jpg,75,27,2.7777777777777777
img_013414.jpg,132,48,2.75
img_012072.jpg,99,38,2.6052631578947367
img_004339.jpg,112,35,3.2
img_012746.jpg,135,48,2.8125
img_003502.jpg,84,31,2.7096774193548385
img_013470.jpg,128,46,2.782608695652174
img_014058.jpg,134,49,2.7346938775510203
img_010473.jpg,168,62,2.7096774193548385
img_003624.jpg,119,43,2.7674418604651163
